98b4d51cd757b79abe5889246956ea8f87744b42;1EvSLcsycVjN9kgZ1z1YbLBhwdcRpTDra2;00001
110456243c5072c7859716fdec891b2ab1c37067;12YygZpCEC8VED2oSMQdWCq5xBnHo9ts1Z;48500
